ABBR,DATE_TIME,UTC_DATE_TIME,O3_PPB,SO2_2_PPB,NO_3_PPB,NOY_PPB,NO2_3_PPB,CO_2_PPB,VWS_M_S,VWD_DEG,TMP_DEGC,SOL_W_M2,
MACA-HM,2/1/2020 3:10:00 AM,2/1/2020 9:10:00 AM,12.9,-999,-999,-999,-999,-999,1.6,355,4.7,0,
MACA-HM,2/1/2020 3:11:00 AM,2/1/2020 9:11:00 AM,12.8,-999,-999,-999,-999,-999,1.8,356,4.7,0,
MACA-HM,2/1/2020 3:12:00 AM,2/1/2020 9:12:00 AM,13.1,-999,-999,-999,-999,-999,1.8,348,4.7,0,
MACA-HM,2/1/2020 3:13:00 AM,2/1/2020 9:13:00 AM,13.5,-999,-999,-999,-999,-999,1.5,11,4.7,0,
MACA-HM,2/1/2020 3:14:00 AM,2/1/2020 9:14:00 AM,12.5,0.1,-0.025,3.2,3.2,172.706,1.2,7,4.7,0,
MACA-HM,2/1/2020 3:15:00 AM,2/1/2020 9:15:00 AM,12.7,0.1,0.047,3.3,3.2,170.613,1,1,4.7,0,
MACA-HM,2/1/2020 3:16:00 AM,2/1/2020 9:16:00 AM,12.7,0.3,0.021,3.5,3.5,174.715,1.1,357,4.7,0,
MACA-HM,2/1/2020 3:17:00 AM,2/1/2020 9:17:00 AM,13.1,0.1,0.001,3.4,3.4,172.102,1.5,348,4.7,0,
MACA-HM,2/1/2020 3:18:00 AM,2/1/2020 9:18:00 AM,13.1,0.1,0.038,3.2,3.2,173.825,1.6,348,4.7,0,
MACA-HM,2/1/2020 3:19:00 AM,2/1/2020 9:19:00 AM,13.3,0.1,0.006,3.3,3.2,177.082,1.9,348,4.7,0,
MACA-HM,2/1/2020 3:20:00 AM,2/1/2020 9:20:00 AM,13.5,0.1,0.012,3.4,3.4,178.148,2,351,4.7,0,
MACA-HM,2/1/2020 3:21:00 AM,2/1/2020 9:21:00 AM,13.2,0.1,0.063,3.5,3.5,180.228,2,357,4.7,0,
MACA-HM,2/1/2020 3:22:00 AM,2/1/2020 9:22:00 AM,13.2,0.1,-0.037,3.2,3.3,175.731,1.6,346,4.7,0,
MACA-HM,2/1/2020 3:23:00 AM,2/1/2020 9:23:00 AM,12.6,0.2,-0.023,3.2,3.2,177.695,1.5,352,4.7,0,
MACA-HM,2/1/2020 3:24:00 AM,2/1/2020 9:24:00 AM,12.6,0.1,0.007,3.3,3.3,181.163,1.7,348,4.7,0,
MACA-HM,2/1/2020 3:25:00 AM,2/1/2020 9:25:00 AM,12.7,0.1,-0.033,3.4,3.4,181.257,1.5,343,4.7,0,
MACA-HM,2/1/2020 3:26:00 AM,2/1/2020 9:26:00 AM,12.5,0.1,-0.009,3.2,3.3,180.948,1.2,336,4.7,0,
MACA-HM,2/1/2020 3:27:00 AM,2/1/2020 9:27:00 AM,12.8,0.1,0.053,3.1,3.1,183.032,1.2,344,4.7,0,
MACA-HM,2/1/2020 3:28:00 AM,2/1/2020 9:28:00 AM,12.6,0.1,0.021,3.2,3.1,183.427,1.3,349,4.7,0,
MACA-HM,2/1/2020 3:29:00 AM,2/1/2020 9:29:00 AM,12.8,0.1,0.059,3.4,3.3,186.658,1.3,337,4.7,0,
MACA-HM,2/1/2020 3:30:00 AM,2/1/2020 9:30:00 AM,12.8,0.1,0.077,3.5,3.4,184.406,1.3,339,4.7,0,
MACA-HM,2/1/2020 3:31:00 AM,2/1/2020 9:31:00 AM,12.9,0.1,0.044,3.3,3.3,180.818,1.4,334,4.7,0,
MACA-HM,2/1/2020 3:32:00 AM,2/1/2020 9:32:00 AM,12.7,0.1,0.008,3.1,3.1,184.813,1.1,334,4.7,0,
MACA-HM,2/1/2020 3:33:00 AM,2/1/2020 9:33:00 AM,13.1,0.1,0.048,3.5,3.4,189.189,1.3,347,4.7,0,
MACA-HM,2/1/2020 3:34:00 AM,2/1/2020 9:34:00 AM,12.8,0,-0.054,3.4,3.4,184.388,1.2,331,4.8,0,
MACA-HM,2/1/2020 3:35:00 AM,2/1/2020 9:35:00 AM,12.6,0.1,0.036,3.4,3.3,185.049,1.3,335,4.7,0,
MACA-HM,2/1/2020 3:36:00 AM,2/1/2020 9:36:00 AM,12.1,0,-0.032,3.1,3.2,186.609,1.1,321,4.8,0,
MACA-HM,2/1/2020 3:37:00 AM,2/1/2020 9:37:00 AM,12.4,0,0.02,3.3,3.2,185.408,1.1,311,4.8,0,
MACA-HM,2/1/2020 3:38:00 AM,2/1/2020 9:38:00 AM,12.3,0,-0.035,3.4,3.4,187.701,1.3,312,4.8,0,
MACA-HM,2/1/2020 3:39:00 AM,2/1/2020 9:39:00 AM,12.4,0.1,-0.009,3.4,3.5,188.791,1.1,312,4.8,0,
MACA-HM,2/1/2020 3:40:00 AM,2/1/2020 9:40:00 AM,12.5,0.1,-0.014,3.3,3.3,187.934,1.1,314,4.8,0,
MACA-HM,2/1/2020 3:41:00 AM,2/1/2020 9:41:00 AM,12.5,0,0.012,3.1,3.1,183.511,1.2,330,4.8,0,
MACA-HM,2/1/2020 3:42:00 AM,2/1/2020 9:42:00 AM,12.4,0.2,-0.031,3.3,3.3,185.472,1.6,330,4.8,0,
MACA-HM,2/1/2020 3:43:00 AM,2/1/2020 9:43:00 AM,12.9,0.1,0.058,3.5,3.5,189.64,1.9,329,4.7,0,
MACA-HM,2/1/2020 3:44:00 AM,2/1/2020 9:44:00 AM,12.4,0.1,-0.021,3.5,3.5,190.507,1.8,333,4.7,0,
MACA-HM,2/1/2020 3:45:00 AM,2/1/2020 9:45:00 AM,13.2,0.2,-0.041,3.2,3.3,189.622,1.9,311,4.7,0,
MACA-HM,2/1/2020 3:46:00 AM,2/1/2020 9:46:00 AM,13.3,0,0.02,3.4,3.4,194.04,1.7,340,4.7,0,
MACA-HM,2/1/2020 3:47:00 AM,2/1/2020 9:47:00 AM,13.5,0.1,0.042,3.5,3.4,189.494,1.5,337,4.7,0,
MACA-HM,2/1/2020 3:48:00 AM,2/1/2020 9:48:00 AM,12.8,0.1,-0.008,3.6,3.6,191.355,1.5,315,4.7,0,
MACA-HM,2/1/2020 3:49:00 AM,2/1/2020 9:49:00 AM,13.1,0.1,-0.051,3.4,3.5,189.376,1.4,340,4.7,0,
MACA-HM,2/1/2020 3:50:00 AM,2/1/2020 9:50:00 AM,13,0,-0.01,3.3,3.3,194.177,1.3,335,4.7,0,
MACA-HM,2/1/2020 3:51:00 AM,2/1/2020 9:51:00 AM,12.7,0.1,-0.001,3.4,3.4,189.735,1.3,316,4.8,0,
MACA-HM,2/1/2020 3:52:00 AM,2/1/2020 9:52:00 AM,12.5,0.1,0.067,3.6,3.5,182.73,1.7,318,4.8,0,
MACA-HM,2/1/2020 3:53:00 AM,2/1/2020 9:53:00 AM,12.7,0,-0.004,3.6,3.6,188.713,1.4,322,4.8,0,
MACA-HM,2/1/2020 3:54:00 AM,2/1/2020 9:54:00 AM,12.4,0.1,-0.003,3.3,3.3,190.46,1.5,308,4.8,0,
MACA-HM,2/1/2020 3:55:00 AM,2/1/2020 9:55:00 AM,12.4,0,0.105,3.3,3.2,193.066,1.5,306,4.7,0,
MACA-HM,2/1/2020 3:56:00 AM,2/1/2020 9:56:00 AM,12.2,0.1,-0.062,3.4,3.4,199.538,1,335,4.7,0,
MACA-HM,2/1/2020 3:57:00 AM,2/1/2020 9:57:00 AM,12.3,0.1,-0.048,3.4,3.5,197.346,0.9,323,4.8,0,
MACA-HM,2/1/2020 3:58:00 AM,2/1/2020 9:58:00 AM,12.3,0.1,-0.023,3.2,3.2,195.044,0.7,323,4.8,0,
MACA-HM,2/1/2020 3:59:00 AM,2/1/2020 9:59:00 AM,12.2,0.1,0.038,3.3,3.2,198.093,1.3,341,4.8,0,
MACA-HM,2/1/2020 4:00:00 AM,2/1/2020 10:00:00 AM,12.3,0.1,0.038,3.4,3.3,193.702,1.3,314,4.7,0,
MACA-HM,2/1/2020 4:01:00 AM,2/1/2020 10:01:00 AM,12.4,0.1,0.029,3.6,3.5,193.286,1,319,4.8,0,
MACA-HM,2/1/2020 4:02:00 AM,2/1/2020 10:02:00 AM,12.4,0.2,-0.031,3.6,3.6,191.411,1.7,322,4.7,0,
MACA-HM,2/1/2020 4:03:00 AM,2/1/2020 10:03:00 AM,12.1,0.1,0.06,3.4,3.3,192.175,1.4,352,4.7,0,
MACA-HM,2/1/2020 4:04:00 AM,2/1/2020 10:04:00 AM,12.4,0,-0.031,3.7,3.7,193.777,1.2,347,4.7,0,
MACA-HM,2/1/2020 4:05:00 AM,2/1/2020 10:05:00 AM,12.3,0.2,0.038,4,4,192.429,1.4,336,4.7,0,
MACA-HM,2/1/2020 4:06:00 AM,2/1/2020 10:06:00 AM,12.3,0,-0.053,3.9,4,192.263,1.5,348,4.7,0,
MACA-HM,2/1/2020 4:07:00 AM,2/1/2020 10:07:00 AM,12.1,0.1,0.017,3.7,3.7,196.191,1.1,354,4.7,0,
MACA-HM,2/1/2020 4:08:00 AM,2/1/2020 10:08:00 AM,12.2,0.1,0.021,3.7,3.6,198.346,1.4,351,4.7,0,
MACA-HM,2/1/2020 4:09:00 AM,2/1/2020 10:09:00 AM,12,0.1,0.063,3.9,3.9,194.3,1.6,337,4.7,0,
MACA-HM,2/1/2020 4:10:00 AM,2/1/2020 10:10:00 AM,11.6,0.1,0.021,4.1,4.1,198.917,1.5,320,4.7,0,
MACA-HM,2/1/2020 4:11:00 AM,2/1/2020 10:11:00 AM,12.2,0.1,0.038,3.9,3.9,193.392,1.6,329,4.7,0,
MACA-HM,2/1/2020 4:12:00 AM,2/1/2020 10:12:00 AM,12.1,0.1,0,3.8,3.8,195.853,1.3,352,4.7,0,
MACA-HM,2/1/2020 4:13:00 AM,2/1/2020 10:13:00 AM,12.1,0.1,0.007,3.9,3.9,196.964,1.5,331,4.7,0,
MACA-HM,2/1/2020 4:14:00 AM,2/1/2020 10:14:00 AM,12.1,0,-0.035,4.1,4.1,195.121,1.8,318,4.7,0,
MACA-HM,2/1/2020 4:15:00 AM,2/1/2020 10:15:00 AM,12.1,0.2,0.038,4.2,4.1,197.022,1.9,329,4.7,0,
MACA-HM,2/1/2020 4:16:00 AM,2/1/2020 10:16:00 AM,12.2,0.1,0.032,3.8,3.8,199.643,1.6,336,4.7,0,
MACA-HM,2/1/2020 4:17:00 AM,2/1/2020 10:17:00 AM,12.1,0.1,0.025,3.9,3.8,197.95,1.6,340,4.7,0,
MACA-HM,2/1/2020 4:18:00 AM,2/1/2020 10:18:00 AM,11.5,0,0.046,4,4,196.647,1.7,326,4.7,0,
MACA-HM,2/1/2020 4:19:00 AM,2/1/2020 10:19:00 AM,11.8,0.1,0.09,4.1,4,198.952,1.7,322,4.7,0,
MACA-HM,2/1/2020 4:20:00 AM,2/1/2020 10:20:00 AM,11.5,0.1,-0.021,3.9,3.9,198.56,1.7,327,4.7,0,
MACA-HM,2/1/2020 4:21:00 AM,2/1/2020 10:21:00 AM,11.7,0,0.021,3.8,3.7,198.821,1.4,342,4.7,0,
MACA-HM,2/1/2020 4:22:00 AM,2/1/2020 10:22:00 AM,11.7,0,-0.011,3.7,3.7,197.238,1.5,332,4.7,0,
MACA-HM,2/1/2020 4:23:00 AM,2/1/2020 10:23:00 AM,11.4,0.2,-0.007,4,4,199.644,1.2,322,4.7,0,
MACA-HM,2/1/2020 4:24:00 AM,2/1/2020 10:24:00 AM,11.3,0,0.027,4.1,4.1,197.984,1.2,315,4.7,0,
MACA-HM,2/1/2020 4:25:00 AM,2/1/2020 10:25:00 AM,11.6,0,0.038,3.8,3.8,201.16,1.5,315,4.7,0,
MACA-HM,2/1/2020 4:26:00 AM,2/1/2020 10:26:00 AM,11.5,0.1,-0.005,3.7,3.7,199.69,1.5,307,4.7,0,
MACA-HM,2/1/2020 4:27:00 AM,2/1/2020 10:27:00 AM,11.4,0.2,-0.007,3.9,3.9,194.332,2.3,316,4.7,0,
MACA-HM,2/1/2020 4:28:00 AM,2/1/2020 10:28:00 AM,11.7,0.1,0.035,4.2,4.1,199.067,1.8,317,4.7,0,
MACA-HM,2/1/2020 4:29:00 AM,2/1/2020 10:29:00 AM,11.5,0,-0.02,4.1,4.1,196.844,2,316,4.7,0,
MACA-HM,2/1/2020 4:30:00 AM,2/1/2020 10:30:00 AM,11.6,0,0.025,3.8,3.8,201.893,2,325,4.7,0,
MACA-HM,2/1/2020 4:31:00 AM,2/1/2020 10:31:00 AM,11.4,0,0.042,4,4,201.066,1.9,321,4.7,0,
MACA-HM,2/1/2020 4:32:00 AM,2/1/2020 10:32:00 AM,11.5,0.2,0.019,4.2,4.2,198.337,1.5,327,4.7,0,
MACA-HM,2/1/2020 4:33:00 AM,2/1/2020 10:33:00 AM,11.5,0,0.028,4.3,4.3,194.896,1.4,322,4.7,0,
MACA-HM,2/1/2020 4:34:00 AM,2/1/2020 10:34:00 AM,11.7,0.1,-0.024,4.1,4.1,194.908,1.4,321,4.7,0,
MACA-HM,2/1/2020 4:35:00 AM,2/1/2020 10:35:00 AM,11.7,0.2,-0.024,3.9,3.9,197.639,2,314,4.7,0,
MACA-HM,2/1/2020 4:36:00 AM,2/1/2020 10:36:00 AM,11.3,0,0.008,4.1,4,198.089,1.8,331,4.7,0,
MACA-HM,2/1/2020 4:37:00 AM,2/1/2020 10:37:00 AM,11,0.2,0.051,4.3,4.2,196.413,1.5,331,4.7,0,
MACA-HM,2/1/2020 4:38:00 AM,2/1/2020 10:38:00 AM,11.1,0,0.019,4.2,4.2,195.451,1.5,327,4.7,0,
MACA-HM,2/1/2020 4:39:00 AM,2/1/2020 10:39:00 AM,11.2,0.1,0.032,3.9,3.9,197.546,1.1,322,4.7,0,
MACA-HM,2/1/2020 4:40:00 AM,2/1/2020 10:40:00 AM,11,0,0,4.2,4.2,202.385,1.6,317,4.7,0,
MACA-HM,2/1/2020 4:41:00 AM,2/1/2020 10:41:00 AM,11.3,0.2,0.097,4.4,4.3,201.051,2,317,4.7,0,
MACA-HM,2/1/2020 4:42:00 AM,2/1/2020 10:42:00 AM,11.2,0.1,-0.017,4.3,4.3,201.268,1.4,326,4.7,0,
MACA-HM,2/1/2020 4:43:00 AM,2/1/2020 10:43:00 AM,10.9,0.1,-0.014,4.1,4.1,198.535,1.3,319,4.7,0,
MACA-HM,2/1/2020 4:44:00 AM,2/1/2020 10:44:00 AM,10.8,0.1,-0.031,4.1,4.1,197.557,1.2,318,4.7,0,
MACA-HM,2/1/2020 4:45:00 AM,2/1/2020 10:45:00 AM,10.9,0.1,-0.002,4.4,4.4,200.129,1.3,322,4.7,0,
MACA-HM,2/1/2020 4:46:00 AM,2/1/2020 10:46:00 AM,11,0,-0.048,4.7,4.8,200.288,1.2,325,4.7,0,
MACA-HM,2/1/2020 4:47:00 AM,2/1/2020 10:47:00 AM,11,0.2,0.019,4.4,4.4,200.524,1.4,319,4.7,0,
MACA-HM,2/1/2020 4:48:00 AM,2/1/2020 10:48:00 AM,10.7,0.2,0.047,4.2,4.1,199.509,1.1,310,4.7,0,
MACA-HM,2/1/2020 4:49:00 AM,2/1/2020 10:49:00 AM,10.7,0.2,-0.042,4.4,4.4,198.321,1.2,323,4.7,0,
MACA-HM,2/1/2020 4:50:00 AM,2/1/2020 10:50:00 AM,10.9,0.1,-0.064,4.7,4.7,200.097,1,318,4.7,0,
MACA-HM,2/1/2020 4:51:00 AM,2/1/2020 10:51:00 AM,10.5,0,0.046,4.7,4.7,201.597,0.8,336,4.7,0,
MACA-HM,2/1/2020 4:52:00 AM,2/1/2020 10:52:00 AM,10.5,0.2,-0.068,4.4,4.5,203.278,0.8,319,4.8,0,
MACA-HM,2/1/2020 4:53:00 AM,2/1/2020 10:53:00 AM,10.4,0,0.022,4.3,4.3,203.414,0.9,331,4.7,0,
MACA-HM,2/1/2020 4:54:00 AM,2/1/2020 10:54:00 AM,10.6,0.1,-0.001,4.6,4.6,202.534,1.4,340,4.7,0,
MACA-HM,2/1/2020 4:55:00 AM,2/1/2020 10:55:00 AM,11,0.1,0.067,4.9,4.8,201.436,1.5,329,4.7,0,
MACA-HM,2/1/2020 4:56:00 AM,2/1/2020 10:56:00 AM,10.9,0,0.047,4.7,4.6,205.992,1.3,324,4.7,0,
MACA-HM,2/1/2020 4:57:00 AM,2/1/2020 10:57:00 AM,10.1,0.2,-0.003,4.4,4.4,206.427,1.3,314,4.7,0,
MACA-HM,2/1/2020 4:58:00 AM,2/1/2020 10:58:00 AM,10.7,0,-0.068,4.4,4.5,203.154,1.3,316,4.7,0,
MACA-HM,2/1/2020 4:59:00 AM,2/1/2020 10:59:00 AM,10.4,0,-0.011,4.8,4.8,199.554,1.3,316,4.7,0,
MACA-HM,2/1/2020 5:00:00 AM,2/1/2020 11:00:00 AM,10.5,0.1,0.017,5,5,200.45,1.2,312,4.7,0,
MACA-HM,2/1/2020 5:01:00 AM,2/1/2020 11:01:00 AM,10.3,0,0.041,4.6,4.6,200.684,0.8,346,4.7,0,
MACA-HM,2/1/2020 5:02:00 AM,2/1/2020 11:02:00 AM,10,0.1,0.038,4.6,4.6,200.057,0.7,5,4.7,0,
MACA-HM,2/1/2020 5:03:00 AM,2/1/2020 11:03:00 AM,10.4,0.1,0.006,4.8,4.8,199.414,0.6,32,4.7,0,
MACA-HM,2/1/2020 5:04:00 AM,2/1/2020 11:04:00 AM,10.3,0.1,0.006,5.1,5.1,201.433,0.8,12,4.7,0,
MACA-HM,2/1/2020 5:05:00 AM,2/1/2020 11:05:00 AM,10,0.1,0.051,4.9,4.9,200.145,0.9,356,4.7,0,
MACA-HM,2/1/2020 5:06:00 AM,2/1/2020 11:06:00 AM,10.4,0.1,-0.008,4.6,4.6,200.458,1.4,342,4.7,0,
MACA-HM,2/1/2020 5:07:00 AM,2/1/2020 11:07:00 AM,10.3,0,0.005,4.6,4.6,201.326,1.9,347,4.7,0,
MACA-HM,2/1/2020 5:08:00 AM,2/1/2020 11:08:00 AM,10.1,0.1,0.017,5,5,203.111,1.6,354,4.7,0,
MACA-HM,2/1/2020 5:09:00 AM,2/1/2020 11:09:00 AM,10.2,0,0.02,4.9,4.9,201.442,1.7,337,4.7,0,
MACA-HM,2/1/2020 5:10:00 AM,2/1/2020 11:10:00 AM,10.4,0,0.041,4.7,4.6,204.373,1.2,324,4.7,0,
MACA-HM,2/1/2020 5:11:00 AM,2/1/2020 11:11:00 AM,10.1,0,-0.025,4.8,4.9,202.607,1.6,314,4.7,0,
MACA-HM,2/1/2020 5:12:00 AM,2/1/2020 11:12:00 AM,9.9,0.2,-0.028,5,5,201.614,1.7,317,4.7,0,
MACA-HM,2/1/2020 5:13:00 AM,2/1/2020 11:13:00 AM,9.9,0.2,0.046,5.2,5.2,201.615,1.2,335,4.7,0,
MACA-HM,2/1/2020 5:14:00 AM,2/1/2020 11:14:00 AM,9.7,0,0.003,4.9,4.9,204.733,1.6,338,4.7,0,
MACA-HM,2/1/2020 5:15:00 AM,2/1/2020 11:15:00 AM,10,0,0.021,4.8,4.8,204.678,1.5,341,4.7,0,
MACA-HM,2/1/2020 5:16:00 AM,2/1/2020 11:16:00 AM,10.1,0.1,-0.038,4.7,4.7,203.828,1.7,332,4.7,0,
MACA-HM,2/1/2020 5:17:00 AM,2/1/2020 11:17:00 AM,9.7,0.1,0,4.8,4.8,203.99,1.2,320,4.7,0,
MACA-HM,2/1/2020 5:18:00 AM,2/1/2020 11:18:00 AM,9.6,0,0.031,5.1,5.1,203.011,1.5,332,4.7,0,
MACA-HM,2/1/2020 5:19:00 AM,2/1/2020 11:19:00 AM,10,0.2,-0.015,4.9,4.9,202.389,1.2,325,4.7,0,
MACA-HM,2/1/2020 5:20:00 AM,2/1/2020 11:20:00 AM,9.8,0.3,0.01,4.8,4.8,202.256,1.2,333,4.8,0,
MACA-HM,2/1/2020 5:21:00 AM,2/1/2020 11:21:00 AM,9.7,0.2,0.023,5,5,201.584,1.4,344,4.7,0,
MACA-HM,2/1/2020 5:22:00 AM,2/1/2020 11:22:00 AM,10.2,0.1,0.032,5.2,5.2,203.188,1.4,323,4.7,0,
MACA-HM,2/1/2020 5:23:00 AM,2/1/2020 11:23:00 AM,9.8,0,0.035,5.1,5.1,205.545,1.2,322,4.7,0,
MACA-HM,2/1/2020 5:24:00 AM,2/1/2020 11:24:00 AM,9.9,0,0.063,4.8,4.8,201.601,1.2,342,4.7,0,
MACA-HM,2/1/2020 5:25:00 AM,2/1/2020 11:25:00 AM,9.5,0.2,0.055,5,5,197.671,1.3,336,4.7,0,
MACA-HM,2/1/2020 5:26:00 AM,2/1/2020 11:26:00 AM,10,0,0.007,5.4,5.3,194.981,1.5,325,4.7,0,
MACA-HM,2/1/2020 5:27:00 AM,2/1/2020 11:27:00 AM,9.8,0.2,0.03,5.4,5.3,205.205,1.2,332,4.7,0,
MACA-HM,2/1/2020 5:28:00 AM,2/1/2020 11:28:00 AM,9.7,0.2,-0.042,5,5.1,201.315,1,320,4.7,0,
MACA-HM,2/1/2020 5:29:00 AM,2/1/2020 11:29:00 AM,9.9,0.1,-0.003,5,5,203.199,1.6,319,4.7,0,
MACA-HM,2/1/2020 5:30:00 AM,2/1/2020 11:30:00 AM,10,0.1,-0.037,5.1,5.1,199.567,1.3,343,4.7,0,
MACA-HM,2/1/2020 5:31:00 AM,2/1/2020 11:31:00 AM,10.2,0.1,0.011,5.5,5.5,196.179,1.2,316,4.7,0,
MACA-HM,2/1/2020 5:32:00 AM,2/1/2020 11:32:00 AM,9.9,0,0.02,5.4,5.4,200.164,1.6,317,4.7,0,
MACA-HM,2/1/2020 5:33:00 AM,2/1/2020 11:33:00 AM,10.1,0.1,-0.005,5.2,5.2,199.185,1.3,342,4.7,0,
MACA-HM,2/1/2020 5:34:00 AM,2/1/2020 11:34:00 AM,9.9,0.1,-0.002,5.2,5.2,197.83,1.6,322,4.7,0,
MACA-HM,2/1/2020 5:35:00 AM,2/1/2020 11:35:00 AM,9.9,0.2,0.001,5.3,5.3,203.15,1.6,330,4.7,0,
MACA-HM,2/1/2020 5:36:00 AM,2/1/2020 11:36:00 AM,10.2,0.2,-0.036,5.5,5.5,207.473,1.3,322,4.7,0,
MACA-HM,2/1/2020 5:37:00 AM,2/1/2020 11:37:00 AM,10.2,0.1,0.042,5.2,5.2,201.226,1.6,332,4.7,0,
MACA-HM,2/1/2020 5:38:00 AM,2/1/2020 11:38:00 AM,10.7,0.1,0.058,5.3,5.3,200.462,1.2,326,4.7,0,
MACA-HM,2/1/2020 5:39:00 AM,2/1/2020 11:39:00 AM,10.3,0,-0.108,5.3,5.4,198.6,1.6,313,4.7,0,
MACA-HM,2/1/2020 5:40:00 AM,2/1/2020 11:40:00 AM,10.3,0,0,5.7,5.7,203.419,1.8,325,4.7,0,
MACA-HM,2/1/2020 5:41:00 AM,2/1/2020 11:41:00 AM,10.6,0,-0.015,5.5,5.5,203.412,1.3,322,4.7,0,
MACA-HM,2/1/2020 5:42:00 AM,2/1/2020 11:42:00 AM,10.2,0.1,0.006,5.2,5.1,203.584,1.2,324,4.7,0,
MACA-HM,2/1/2020 5:43:00 AM,2/1/2020 11:43:00 AM,10.4,0,0.064,5.3,5.3,205.359,1.4,315,4.7,0,
MACA-HM,2/1/2020 5:44:00 AM,2/1/2020 11:44:00 AM,10.5,0.1,0.031,5.4,5.4,203.972,1.4,316,4.7,0,
MACA-HM,2/1/2020 5:45:00 AM,2/1/2020 11:45:00 AM,10.3,0.1,-0.007,5.6,5.6,198.153,1,310,4.7,0,
MACA-HM,2/1/2020 5:46:00 AM,2/1/2020 11:46:00 AM,10.1,0.1,0,5.3,5.3,202.312,1,325,4.7,0,
MACA-HM,2/1/2020 5:47:00 AM,2/1/2020 11:47:00 AM,9.9,0.1,0.079,5.1,5,203.518,1.4,312,4.7,0,
MACA-HM,2/1/2020 5:48:00 AM,2/1/2020 11:48:00 AM,9.9,0,0.097,5.3,5.2,201.99,1.4,327,4.7,0,
MACA-HM,2/1/2020 5:49:00 AM,2/1/2020 11:49:00 AM,10.1,0,0.063,5.5,5.4,203.875,1.5,331,4.7,0,
MACA-HM,2/1/2020 5:50:00 AM,2/1/2020 11:50:00 AM,10.8,0,-0.035,5.5,5.5,200.146,1.4,310,4.7,0,
MACA-HM,2/1/2020 5:51:00 AM,2/1/2020 11:51:00 AM,10.3,0,0.085,5.2,5.1,200.536,1.8,321,4.7,0,
MACA-HM,2/1/2020 5:52:00 AM,2/1/2020 11:52:00 AM,10.9,0.1,-0.041,5.4,5.4,202.362,1.9,324,4.7,0,
MACA-HM,2/1/2020 5:53:00 AM,2/1/2020 11:53:00 AM,10.8,0.1,-0.07,5.5,5.6,197.256,1.8,325,4.7,0,
MACA-HM,2/1/2020 5:54:00 AM,2/1/2020 11:54:00 AM,10.8,0.1,0.037,5.6,5.6,201.912,1.4,311,4.7,0,
MACA-HM,2/1/2020 5:55:00 AM,2/1/2020 11:55:00 AM,10.5,0,0.04,5.4,5.3,202.64,1.3,312,4.7,0,
MACA-HM,2/1/2020 5:56:00 AM,2/1/2020 11:56:00 AM,10.3,0.2,0.029,5,5,196.894,1.3,330,4.7,0,
MACA-HM,2/1/2020 5:57:00 AM,2/1/2020 11:57:00 AM,10,0.1,-0.004,5.3,5.3,200.958,1.2,316,4.7,0,
MACA-HM,2/1/2020 5:58:00 AM,2/1/2020 11:58:00 AM,10,0.1,0.046,5.5,5.4,201.322,1.4,315,4.7,0,
MACA-HM,2/1/2020 5:59:00 AM,2/1/2020 11:59:00 AM,10.1,0.2,-0.04,5.2,5.3,200.645,1.5,322,4.7,0,
MACA-HM,2/1/2020 6:00:00 AM,2/1/2020 12:00:00 PM,11.1,0.1,-0.111,5,5.1,197.756,1.1,301,4.7,0,
MACA-HM,2/1/2020 6:01:00 AM,2/1/2020 12:01:00 PM,10.6,0.1,-0.037,5.1,5.1,198.342,1,344,4.7,0,
MACA-HM,2/1/2020 6:02:00 AM,2/1/2020 12:02:00 PM,11.3,0.1,-0.075,5.3,5.4,199.83,1.4,310,4.7,0,
MACA-HM,2/1/2020 6:03:00 AM,2/1/2020 12:03:00 PM,11.2,0,0.017,5.4,5.4,196.921,1.7,302,4.7,0,
MACA-HM,2/1/2020 6:04:00 AM,2/1/2020 12:04:00 PM,11.4,0.2,-0.03,5.3,5.4,200.095,1.8,309,4.6,0,
MACA-HM,2/1/2020 6:05:00 AM,2/1/2020 12:05:00 PM,11.9,0.1,-0.006,5.2,5.2,196.862,1.5,319,4.6,0,
MACA-HM,2/1/2020 6:06:00 AM,2/1/2020 12:06:00 PM,11.6,0.2,0.01,5.3,5.3,198.726,1,295,4.7,0,
MACA-HM,2/1/2020 6:07:00 AM,2/1/2020 12:07:00 PM,11.2,0.1,-0.022,5.5,5.6,198.955,1.1,318,4.7,0,
MACA-HM,2/1/2020 6:08:00 AM,2/1/2020 12:08:00 PM,11.6,0.3,0.058,5.5,5.4,198.862,1.6,316,4.7,0,
MACA-HM,2/1/2020 6:09:00 AM,2/1/2020 12:09:00 PM,12.2,0.1,-0.01,5,5,196.489,2,315,4.6,0,
MACA-HM,2/1/2020 6:10:00 AM,2/1/2020 12:10:00 PM,12.9,0.1,-0.027,5,5,194.463,1.8,323,4.6,0,
MACA-HM,2/1/2020 6:11:00 AM,2/1/2020 12:11:00 PM,12.5,0.1,0.057,5.4,5.3,195.378,1.8,315,4.6,0,
MACA-HM,2/1/2020 6:12:00 AM,2/1/2020 12:12:00 PM,12.5,0.1,0.026,5.2,5.1,193.603,1.9,319,4.6,0,
MACA-HM,2/1/2020 6:13:00 AM,2/1/2020 12:13:00 PM,12.7,0.2,0.027,4.9,4.8,195.03,1.7,327,4.6,0,
MACA-HM,2/1/2020 6:14:00 AM,2/1/2020 12:14:00 PM,12.4,0.2,0.037,4.7,4.7,196.643,1.4,307,4.6,0,
